order_id,product_name,category,brand,city,quantity,price,order_status,total_sales
157,Hoodie,Winter Wear,StreetWear,Delhi,3,1599,Shipped,4797
158,Graphic T-Shirt,T-Shirts,UrbanStyle,Bangalore,4,899,Shipped,3596
159,Slim Fit Jeans,Jeans,DenimCo,Chennai,4,1499,Shipped,5996
160,Oversized T-Shirt,T-Shirts,UrbanStyle,Bangalore,3,799,Delivered,2397
161,Formal Shirt,Shirts,ClassicWear,Chennai,5,1199,Shipped,5995
162,Formal Shirt,Shirts,ClassicWear,Delhi,2,1199,Processing,2398
163,Bomber Jacket,Jackets,StreetWear,Mumbai,4,2799,Shipped,11196
164,Hoodie,Winter Wear,StreetWear,Mumbai,2,1599,Shipped,3198
165,Denim Jacket,Jackets,DenimCo,Delhi,3,2499,Processing,7497
166,Cargo Pants,Pants,StreetWear,Kolkata,2,1299,Delivered,2598
167,Graphic T-Shirt,T-Shirts,UrbanStyle,Ahmedabad,1,899,Processing,899
168,Hoodie,Winter Wear,StreetWear,Hyderabad,4,1599,Processing,6396
169,Crop Top,Tops,UrbanStyle,Delhi,2,699,Delivered,1398
170,Wide Leg Jeans,Jeans,DenimCo,Chennai,5,1699,Cancelled,8495
171,Cargo Pants,Pants,StreetWear,Ahmedabad,2,1299,Delivered,2598
172,Oversized T-Shirt,T-Shirts,UrbanStyle,Bangalore,2,799,Cancelled,1598
173,Cargo Pants,Pants,StreetWear,Ahmedabad,4,1299,Delivered,5196
174,Denim Jacket,Jackets,DenimCo,Hyderabad,2,2499,Delivered,4998
175,Palazzo Pants,Pants,EthnicStyle,Chennai,2,1099,Shipped,2198
176,Bomber Jacket,Jackets,StreetWear,Delhi,3,2799,Cancelled,8397
177,Cargo Pants,Pants,StreetWear,Delhi,3,1299,Processing,3897
178,Oversized T-Shirt,T-Shirts,UrbanStyle,Pune,1,799,Processing,799
179,Denim Jacket,Jackets,DenimCo,Hyderabad,3,2499,Cancelled,7497
180,Casual Kurti,Ethnic Wear,EthnicStyle,Ahmedabad,4,1399,Cancelled,5596
181,Formal Shirt,Shirts,ClassicWear,Delhi,1,1199,Cancelled,1199
182,Palazzo Pants,Pants,EthnicStyle,Delhi,3,1099,Delivered,3297
183,Bomber Jacket,Jackets,StreetWear,Chennai,2,2799,Shipped,5598
184,Formal Shirt,Shirts,ClassicWear,Delhi,3,1199,Delivered,3597
185,Wide Leg Jeans,Jeans,DenimCo,Mumbai,5,1699,Cancelled,8495
186,Pleated Skirt,Skirts,FashionHub,Chennai,2,999,Shipped,1998
187,Palazzo Pants,Pants,EthnicStyle,Hyderabad,5,1099,Delivered,5495
188,Palazzo Pants,Pants,EthnicStyle,Bangalore,5,1099,Cancelled,5495
189,Casual Kurti,Ethnic Wear,EthnicStyle,Hyderabad,2,1399,Shipped,2798
190,Casual Kurti,Ethnic Wear,EthnicStyle,Hyderabad,1,1399,Shipped,1399
191,Graphic T-Shirt,T-Shirts,UrbanStyle,Delhi,5,899,Delivered,4495
192,Bodycon Dress,Dresses,FashionHub,Bangalore,2,1999,Processing,3998
193,Cargo Pants,Pants,StreetWear,Hyderabad,1,1299,Processing,1299
194,Palazzo Pants,Pants,EthnicStyle,Pune,3,1099,Cancelled,3297
195,Formal Shirt,Shirts,ClassicWear,Bangalore,5,1199,Shipped,5995
196,Oversized T-Shirt,T-Shirts,UrbanStyle,Bangalore,4,799,Cancelled,3196
197,Floral Summer Dress,Dresses,FashionHub,Delhi,1,1799,Delivered,1799
198,Bodycon Dress,Dresses,FashionHub,Pune,4,1999,Processing,7996
199,Floral Summer Dress,Dresses,FashionHub,Kolkata,2,1799,Processing,3598
200,Bomber Jacket,Jackets,StreetWear,Chennai,2,2799,Shipped,5598
201,Denim Jacket,Jackets,DenimCo,Ahmedabad,3,2499,Processing,7497
202,Formal Shirt,Shirts,ClassicWear,Pune,3,1199,Processing,3597
203,Formal Shirt,Shirts,ClassicWear,Pune,3,1199,Cancelled,3597
204,Bodycon Dress,Dresses,FashionHub,Mumbai,5,1999,Shipped,9995
205,Palazzo Pants,Pants,EthnicStyle,Delhi,3,1099,Processing,3297
206,Wide Leg Jeans,Jeans,DenimCo,Pune,1,1699,Delivered,1699
207,Bodycon Dress,Dresses,FashionHub,Mumbai,4,1999,Processing,7996
208,Floral Summer Dress,Dresses,FashionHub,Bangalore,1,1799,Processing,1799
209,Bodycon Dress,Dresses,FashionHub,Hyderabad,2,1999,Cancelled,3998
210,Formal Shirt,Shirts,ClassicWear,Bangalore,1,1199,Delivered,1199
211,Wide Leg Jeans,Jeans,DenimCo,Bangalore,4,1699,Cancelled,6796
212,Cargo Pants,Pants,StreetWear,Delhi,2,1299,Delivered,2598
213,Crop Top,Tops,UrbanStyle,Mumbai,5,699,Processing,3495
214,Graphic T-Shirt,T-Shirts,UrbanStyle,Pune,4,899,Shipped,3596
215,Slim Fit Jeans,Jeans,DenimCo,Pune,2,1499,Cancelled,2998
216,Casual Kurti,Ethnic Wear,EthnicStyle,Kolkata,1,1399,Processing,1399
217,Bodycon Dress,Dresses,FashionHub,Bangalore,2,1999,Delivered,3998
218,Bomber Jacket,Jackets,StreetWear,Mumbai,4,2799,Cancelled,11196
219,Pleated Skirt,Skirts,FashionHub,Delhi,2,999,Cancelled,1998
220,Denim Jacket,Jackets,DenimCo,Chennai,3,2499,Shipped,7497
221,Crop Top,Tops,UrbanStyle,Bangalore,5,699,Delivered,3495
222,Graphic T-Shirt,T-Shirts,UrbanStyle,Hyderabad,5,899,Delivered,4495
223,Graphic T-Shirt,T-Shirts,UrbanStyle,Hyderabad,4,899,Processing,3596
224,Graphic T-Shirt,T-Shirts,UrbanStyle,Pune,1,899,Processing,899
225,Graphic T-Shirt,T-Shirts,UrbanStyle,Pune,3,899,Cancelled,2697
226,Floral Summer Dress,Dresses,FashionHub,Kolkata,5,1799,Cancelled,8995
227,Bomber Jacket,Jackets,StreetWear,Kolkata,2,2799,Cancelled,5598
228,Bomber Jacket,Jackets,StreetWear,Kolkata,3,2799,Processing,8397
229,Wide Leg Jeans,Jeans,DenimCo,Hyderabad,1,1699,Cancelled,1699
230,Casual Kurti,Ethnic Wear,EthnicStyle,Hyderabad,3,1399,Delivered,4197
231,Formal Shirt,Shirts,ClassicWear,Pune,2,1199,Processing,2398
232,Graphic T-Shirt,T-Shirts,UrbanStyle,Delhi,2,899,Delivered,1798
233,Pleated Skirt,Skirts,FashionHub,Chennai,4,999,Shipped,3996
234,Formal Shirt,Shirts,ClassicWear,Hyderabad,2,1199,Cancelled,2398
235,Bomber Jacket,Jackets,StreetWear,Kolkata,3,2799,Delivered,8397
236,Oversized T-Shirt,T-Shirts,UrbanStyle,Bangalore,4,799,Cancelled,3196
237,Oversized T-Shirt,T-Shirts,UrbanStyle,Mumbai,1,799,Shipped,799
238,Pleated Skirt,Skirts,FashionHub,Hyderabad,5,999,Processing,4995
239,Wide Leg Jeans,Jeans,DenimCo,Chennai,4,1699,Processing,6796
240,Bomber Jacket,Jackets,StreetWear,Bangalore,3,2799,Shipped,8397
241,Pleated Skirt,Skirts,FashionHub,Ahmedabad,2,999,Shipped,1998
242,Floral Summer Dress,Dresses,FashionHub,Pune,5,1799,Shipped,8995
243,Bodycon Dress,Dresses,FashionHub,Mumbai,4,1999,Delivered,7996
244,Pleated Skirt,Skirts,FashionHub,Kolkata,2,999,Delivered,1998
245,Cargo Pants,Pants,StreetWear,Bangalore,5,1299,Delivered,6495
246,Formal Shirt,Shirts,ClassicWear,Delhi,1,1199,Processing,1199
247,Crop Top,Tops,UrbanStyle,Hyderabad,3,699,Processing,2097
248,Hoodie,Winter Wear,StreetWear,Chennai,1,1599,Shipped,1599
249,Wide Leg Jeans,Jeans,DenimCo,Kolkata,4,1699,Shipped,6796
250,Pleated Skirt,Skirts,FashionHub,Ahmedabad,5,999,Processing,4995
251,Bomber Jacket,Jackets,StreetWear,Mumbai,1,2799,Cancelled,2799
252,Denim Jacket,Jackets,DenimCo,Delhi,3,2499,Delivered,7497
253,Oversized T-Shirt,T-Shirts,UrbanStyle,Ahmedabad,4,799,Delivered,3196
254,Cargo Pants,Pants,StreetWear,Bangalore,3,1299,Delivered,3897
255,Casual Kurti,Ethnic Wear,EthnicStyle,Hyderabad,4,1399,Processing,5596
256,Graphic T-Shirt,T-Shirts,UrbanStyle,Chennai,5,899,Delivered,4495
257,Hoodie,Winter Wear,StreetWear,Delhi,3,1599,Shipped,4797
258,Palazzo Pants,Pants,EthnicStyle,Hyderabad,2,1099,Cancelled,2198
259,Wide Leg Jeans,Jeans,DenimCo,Chennai,1,1699,Shipped,1699
260,Crop Top,Tops,UrbanStyle,Mumbai,1,699,Cancelled,699
261,Hoodie,Winter Wear,StreetWear,Chennai,3,1599,Shipped,4797
262,Pleated Skirt,Skirts,FashionHub,Pune,1,999,Processing,999
263,Floral Summer Dress,Dresses,FashionHub,Bangalore,1,1799,Delivered,1799
264,Oversized T-Shirt,T-Shirts,UrbanStyle,Pune,1,799,Processing,799
265,Bomber Jacket,Jackets,StreetWear,Hyderabad,2,2799,Delivered,5598
266,Oversized T-Shirt,T-Shirts,UrbanStyle,Pune,3,799,Processing,2397
267,Casual Kurti,Ethnic Wear,EthnicStyle,Pune,3,1399,Processing,4197
268,Floral Summer Dress,Dresses,FashionHub,Ahmedabad,2,1799,Cancelled,3598
269,Graphic T-Shirt,T-Shirts,UrbanStyle,Bangalore,5,899,Cancelled,4495
270,Bomber Jacket,Jackets,StreetWear,Kolkata,3,2799,Delivered,8397
271,Formal Shirt,Shirts,ClassicWear,Bangalore,1,1199,Delivered,1199
272,Slim Fit Jeans,Jeans,DenimCo,Delhi,5,1499,Processing,7495
273,Cargo Pants,Pants,StreetWear,Hyderabad,1,1299,Cancelled,1299
274,Oversized T-Shirt,T-Shirts,UrbanStyle,Mumbai,2,799,Delivered,1598
275,Denim Jacket,Jackets,DenimCo,Mumbai,3,2499,Delivered,7497
276,Oversized T-Shirt,T-Shirts,UrbanStyle,Pune,5,799,Processing,3995
277,Hoodie,Winter Wear,StreetWear,Chennai,4,1599,Cancelled,6396
278,Oversized T-Shirt,T-Shirts,UrbanStyle,Ahmedabad,4,799,Processing,3196
279,Wide Leg Jeans,Jeans,DenimCo,Ahmedabad,5,1699,Delivered,8495
280,Oversized T-Shirt,T-Shirts,UrbanStyle,Pune,5,799,Cancelled,3995
281,Slim Fit Jeans,Jeans,DenimCo,Chennai,4,1499,Shipped,5996
282,Slim Fit Jeans,Jeans,DenimCo,Pune,3,1499,Processing,4497
283,Graphic T-Shirt,T-Shirts,UrbanStyle,Kolkata,3,899,Cancelled,2697
284,Crop Top,Tops,UrbanStyle,Delhi,2,699,Processing,1398
285,Formal Shirt,Shirts,ClassicWear,Kolkata,5,1199,Processing,5995
286,Denim Jacket,Jackets,DenimCo,Ahmedabad,2,2499,Shipped,4998
287,Oversized T-Shirt,T-Shirts,UrbanStyle,Hyderabad,2,799,Processing,1598
288,Oversized T-Shirt,T-Shirts,UrbanStyle,Mumbai,4,799,Delivered,3196
289,Cargo Pants,Pants,StreetWear,Bangalore,2,1299,Delivered,2598
290,Bomber Jacket,Jackets,StreetWear,Delhi,4,2799,Cancelled,11196
291,Slim Fit Jeans,Jeans,DenimCo,Kolkata,4,1499,Cancelled,5996
292,Denim Jacket,Jackets,DenimCo,Chennai,4,2499,Cancelled,9996
293,Graphic T-Shirt,T-Shirts,UrbanStyle,Ahmedabad,5,899,Processing,4495
294,Casual Kurti,Ethnic Wear,EthnicStyle,Bangalore,2,1399,Cancelled,2798
295,Crop Top,Tops,UrbanStyle,Bangalore,2,699,Shipped,1398
296,Formal Shirt,Shirts,ClassicWear,Chennai,3,1199,Shipped,3597
297,Floral Summer Dress,Dresses,FashionHub,Hyderabad,1,1799,Processing,1799
298,Formal Shirt,Shirts,ClassicWear,Hyderabad,1,1199,Delivered,1199
299,Wide Leg Jeans,Jeans,DenimCo,Mumbai,5,1699,Shipped,8495
300,Hoodie,Winter Wear,StreetWear,Hyderabad,4,1599,Processing,6396
301,Wide Leg Jeans,Jeans,DenimCo,Bangalore,1,1699,Processing,1699
302,Oversized T-Shirt,T-Shirts,UrbanStyle,Ahmedabad,3,799,Processing,2397
303,Palazzo Pants,Pants,EthnicStyle,Pune,5,1099,Delivered,5495
304,Crop Top,Tops,UrbanStyle,Bangalore,5,699,Shipped,3495
305,Hoodie,Winter Wear,StreetWear,Bangalore,4,1599,Delivered,6396
306,Denim Jacket,Jackets,DenimCo,Bangalore,2,2499,Processing,4998
307,Floral Summer Dress,Dresses,FashionHub,Bangalore,4,1799,Shipped,7196
308,Slim Fit Jeans,Jeans,DenimCo,Hyderabad,3,1499,Shipped,4497
309,Crop Top,Tops,UrbanStyle,Delhi,2,699,Shipped,1398
310,Crop Top,Tops,UrbanStyle,Bangalore,3,699,Cancelled,2097
311,Wide Leg Jeans,Jeans,DenimCo,Delhi,3,1699,Cancelled,5097
312,Palazzo Pants,Pants,EthnicStyle,Delhi,3,1099,Shipped,3297
313,Oversized T-Shirt,T-Shirts,UrbanStyle,Pune,1,799,Cancelled,799
314,Pleated Skirt,Skirts,FashionHub,Ahmedabad,5,999,Delivered,4995
315,Graphic T-Shirt,T-Shirts,UrbanStyle,Chennai,1,899,Processing,899
316,Wide Leg Jeans,Jeans,DenimCo,Hyderabad,3,1699,Shipped,5097
317,Crop Top,Tops,UrbanStyle,Mumbai,4,699,Delivered,2796
318,Bodycon Dress,Dresses,FashionHub,Pune,1,1999,Delivered,1999
319,Cargo Pants,Pants,StreetWear,Bangalore,4,1299,Delivered,5196
320,Floral Summer Dress,Dresses,FashionHub,Hyderabad,4,1799,Shipped,7196
321,Graphic T-Shirt,T-Shirts,UrbanStyle,Pune,4,899,Delivered,3596
322,Wide Leg Jeans,Jeans,DenimCo,Pune,1,1699,Delivered,1699
323,Floral Summer Dress,Dresses,FashionHub,Hyderabad,5,1799,Processing,8995
324,Cargo Pants,Pants,StreetWear,Delhi,3,1299,Cancelled,3897
325,Casual Kurti,Ethnic Wear,EthnicStyle,Hyderabad,3,1399,Cancelled,4197
326,Cargo Pants,Pants,StreetWear,Bangalore,5,1299,Delivered,6495
327,Palazzo Pants,Pants,EthnicStyle,Hyderabad,5,1099,Cancelled,5495
328,Cargo Pants,Pants,StreetWear,Mumbai,3,1299,Delivered,3897
329,Floral Summer Dress,Dresses,FashionHub,Pune,3,1799,Shipped,5397
330,Formal Shirt,Shirts,ClassicWear,Hyderabad,2,1199,Cancelled,2398
331,Floral Summer Dress,Dresses,FashionHub,Mumbai,1,1799,Shipped,1799
332,Pleated Skirt,Skirts,FashionHub,Pune,3,999,Cancelled,2997
333,Oversized T-Shirt,T-Shirts,UrbanStyle,Ahmedabad,1,799,Delivered,799
